-1.3140911	0.78453195	9.041731	42.24	120.96	35
-1.4219642	0.84337187	9.4241905	42.24	120.96	35
-2.7164419	-0.0392266	10.032203	42.24	120.96	35
-2.775282	0.6472389	10.179302	42.24	120.96	35
-1.9809432	-0.049033247	8.561205	42.24	120.96	35
-1.9809432	0.71588546	8.551398	42.24	120.96	35
-1.99075	0.9120184	8.345459	42.24	120.96	35
-2.4810824	-0.1372931	9.787037	42.24	120.96	35
-1.6867437	0.4314926	10.081236	42.24	120.96	35
-1.372931	0.7256921	9.394771	42.24	120.96	35
-1.7848103	-0.1372931	10.130269	42.24	120.96	35
-2.3045628	0.4511059	9.679163	42.24	120.96	35
-3.0302548	0.24516624	10.189109	42.24	120.96	35
-1.8240368	0.4314926	9.80665	42.24	120.96	35
-2.6379888	0.74530536	10.561762	42.24	120.96	35
-2.3143694	-0.30400613	10.159689	42.24	120.96	35
-2.5006957	0.0784532	9.698776	42.24	120.96	35
-2.2849493	0.3334261	9.845877	42.24	120.96	35
-2.0888164	-0.35303938	11.120741	42.24	120.96	35
-2.5301156	0.70607877	8.825985	42.24	120.96	35
-1.7750036	0.49033248	9.149604	42.24	120.96	35
-1.3140911	0.78453195	9.041731	42.24	120.96	35
-1.4219642	0.84337187	9.4241905	42.24	120.96	35
-2.7164419	-0.0392266	10.032203	42.24	120.96	35
-2.775282	0.6472389	10.179302	42.24	120.96	35
-1.9809432	-0.049033247	8.561205	42.24	120.96	35
-1.9809432	0.71588546	8.551398	42.24	120.96	35
-1.99075	0.9120184	8.345459	42.24	120.96	35
-2.4810824	-0.1372931	9.787037	42.24	120.96	35
-1.6867437	0.4314926	10.081236	42.24	120.96	35
-1.372931	0.7256921	9.394771	42.24	120.96	35
-1.7848103	-0.1372931	10.130269	42.24	120.96	35
-2.3045628	0.4511059	9.679163	42.24	120.96	35
-3.0302548	0.24516624	10.189109	42.24	120.96	35
-1.8240368	0.4314926	9.80665	42.24	120.96	35
-2.6379888	0.74530536	10.561762	42.24	120.96	35
-2.3143694	-0.30400613	10.159689	42.24	120.96	35
-2.5006957	0.0784532	9.698776	42.24	120.96	35
-2.2849493	0.3334261	9.845877	42.24	120.96	35
-2.0888164	-0.35303938	11.120741	42.24	120.96	35
-2.5301156	0.70607877	8.825985	42.24	120.96	35
-1.7750036	0.49033248	9.149604	42.24	120.96	35
-1.3140911	0.78453195	9.041731	42.24	120.96	35
-1.4219642	0.84337187	9.4241905	42.24	120.96	35
-2.7164419	-0.0392266	10.032203	42.24	120.96	35
-2.775282	0.6472389	10.179302	42.24	120.96	35
-1.9809432	-0.049033247	8.561205	42.24	120.96	35
-1.9809432	0.71588546	8.551398	42.24	120.96	35
-1.99075	0.9120184	8.345459	42.24	120.96	35
-2.4810824	-0.1372931	9.787037	42.24	120.96	35
-1.6867437	0.4314926	10.081236	42.24	120.96	35
-1.372931	0.7256921	9.394771	42.24	120.96	35
-1.7848103	-0.1372931	10.130269	42.24	120.96	35
-2.3045628	0.4511059	9.679163	42.24	120.96	35
-3.0302548	0.24516624	10.189109	42.24	120.96	35
-1.8240368	0.4314926	9.80665	42.24	120.96	35
