% Generated on 04/05/2014 @ 19:42:39
% By Dhawal Srivastava - PotHole - Smooth Road - CurbHit - PhoneDrop - SpeedBump - Speed
1.1669914	0.19613299	9.914523	N	N	N	Y	N	l
0.37265268	-0.1176798	10.346016	N	N	N	N	N	l
1.7651969	-0.0196133	9.65955	N	N	N	N	N	l
1.1375713	-1.0493115	11.022675	N	N	N	N	N	l
2.098623	-0.1569064	11.689527	N	N	N	N	N	l
3.3440676	1.8436501	7.737447	N	N	N	N	N	l
1.1571847	-0.10787315	9.65955	N	N	N	N	N	l
2.7360554	-0.20593965	10.8657675	N	N	N	N	N	l
2.7066352	-0.24516624	9.83607	N	N	N	N	N	l
1.7553903	0.00980665	9.7183895	N	N	N	N	N	l
2.010363	-0.049033247	12.06218	N	N	N	N	N	l
2.1770763	0.4118793	10.542149	N	N	N	N	N	l
2.0593965	0.39226598	10.718668	N	N	N	N	N	l
1.7750036	1.176798	11.817013	N	N	N	N	N	l
2.5595355	0.60801226	10.316595	N	N	N	N	N	l
2.3045628	1.147378	10.130269	N	N	N	N	N	l
3.0596747	1.372931	10.983448	N	N	N	N	N	l
2.432049	1.6671305	11.56204	N	N	N	N	N	l
2.0692031	2.1084297	11.885659	N	N	N	N	N	l
1.6180972	2.5889556	10.512729	N	N	N	N	N	l
2.2555294	2.7556686	9.738003	N	N	N	N	N	l
2.010363	1.7161638	10.257755	N	N	N	N	N	l
2.2457228	0.56878567	13.121298	N	N	N	N	N	l
2.4516625	1.3533176	11.3561	N	N	N	N	N	l
1.90249	1.8534569	10.718668	N	N	N	N	N	l
0.93163174	2.432049	10.385242	N	N	N	N	N	l
1.372931	1.2650578	10.973641	N	N	N	N	N	l
2.8439283	0.92182505	11.56204	N	N	N	N	N	l
2.128043	1.147378	9.551677	N	N	N	N	N	l
0.74530536	0.6374322	10.434276	N	N	N	N	N	l
0.0392266	1.5298374	10.395049	N	N	N	N	N	l
0.088259846	2.353596	8.924051	N	N	N	N	N	l
-0.6668522	3.1479347	10.395049	N	N	N	N	N	l
-1.2552512	3.6873002	9.228058	N	N	N	N	N	l
-0.71588546	2.5006957	9.061344	N	N	N	N	N	l
-0.5295591	-1.0198916	9.855683	N	N	N	N	N	l
-0.5295591	-0.16671304	10.806928	N	N	N	N	N	l
-0.51975244	1.3238977	9.963556	N	N	N	N	N	l
0.1569064	1.2258313	10.120462	N	N	N	N	N	l
-0.098066494	1.4808041	9.855683	N	N	N	N	N	l
0.088259846	1.4513842	9.885103	N	N	N	N	N	l
-0.098066494	0.40207264	9.63013	N	N	N	N	N	l
-0.17651969	-0.5491724	11.26784	N	N	N	N	N	l
-0.18632634	0.4118793	9.218251	N	N	N	N	N	l
-0.8629852	0.16671304	9.77723	N	N	N	N	N	l
0.02941995	2.294756	9.973363	N	N	N	N	N	l
-0.56878567	1.2258313	10.640215	N	N	N	N	N	l
-0.40207264	1.1669914	9.787037	N	N	N	N	N	l
-0.55897903	0.30400613	9.728196	N	N	N	N	N	l
-0.5295591	0.088259846	10.561762	N	N	N	N	N	l
-0.2353596	0.71588546	10.463696	N	N	N	N	N	l
-0.1372931	1.4023509	9.394771	N	N	N	N	N	l
-0.38245934	0.4118793	10.140076	N	N	N	N	N	l
-0.3334261	0.35303938	10.385242	N	N	N	N	N	l
-0.5001391	-0.2157463	10.777508	N	N	N	N	N	l
-0.28439283	0.38245934	10.502922	N	N	N	N	N	l
-0.5295591	0.38245934	10.100849	N	N	N	N	N	l
-1.4415776	-0.098066494	9.796844	N	N	N	N	N	l
-1.3140911	0.37265268	9.80665	N	N	N	N	N	l
-1.4121575	0.2353596	10.0910425	N	N	N	N	N	l
-1.6867437	0.3138128	9.963556	N	N	N	N	N	l
-1.2748644	0.5491724	10.110656	N	N	N	N	N	l
-1.3631244	0.4314926	9.4241905	N	N	N	N	N	l
-1.706357	0.2941995	10.355823	N	N	N	N	N	l
-1.5004175	-0.02941995	10.159689	N	N	N	N	N	l
-1.6279038	-0.0784532	10.5715685	N	N	N	N	N	l
-1.4513842	-0.098066494	10.434276	N	N	N	N	N	l
-1.4906107	0.088259846	9.708583	N	N	N	N	N	l
-2.1672697	0.32361946	9.267284	N	N	N	N	N	l
-1.5592573	0.12748645	10.326403	N	N	N	N	N	l
-2.3437893	-0.10787315	9.855683	N	N	N	N	N	l
-1.8338435	-0.5001391	10.591182	N	N	N	N	N	l
-2.010363	0.02941995	10.463696	N	N	N	N	N	l
-1.9221034	0.2745862	9.228058	N	N	N	N	N	l
-1.8044236	0.12748645	9.796844	N	N	N	N	N	l
-1.8142302	-0.34323275	10.414662	N	N	N	N	N	l
-1.1571847	-0.1176798	10.306788	N	N	N	N	N	l
-1.5004175	-0.1176798	10.630408	N	N	N	N	N	l
-1.2062179	0.1372931	9.57129	N	N	N	N	N	l
-1.372931	0.1176798	10.669635	N	N	N	N	N	l
-1.0002782	0.10787315	9.57129	N	N	N	N	N	l
-1.2944778	-0.5295591	9.973363	N	N	N	N	N	l
-1.8044236	-0.2941995	9.65955	N	N	N	N	N	l
-1.4121575	-0.4511059	10.326403	N	N	N	N	N	l
-1.8338435	-0.5295591	10.444082	N	N	N	N	N	l
-1.3533176	-0.3334261	9.845877	N	N	N	N	N	l
-1.3533176	0.0588399	9.973363	N	N	N	N	N	l
-1.4808041	0.0588399	10.081236	N	N	N	N	N	l
-1.3827376	-0.55897903	9.679163	N	N	N	N	N	l
-1.1964113	-0.60801226	10.169496	N	N	N	N	N	l
-1.7848103	-0.1569064	9.992976	N	N	N	N	N	l
-0.7256921	-0.5491724	9.404577	N	N	N	N	N	l
-0.8041453	-0.46091253	9.7183895	N	N	N	N	N	l
-1.2748644	-0.3334261	9.728196	N	N	N	N	N	l
-1.1081514	-0.10787315	10.375436	N	N	N	N	N	l
-0.9610517	-0.39226598	10.238142	N	N	N	N	N	l
-1.343511	-0.6766588	9.934136	N	N	N	N	N	l
-0.6472389	-0.26477954	10.385242	N	N	N	N	N	l
-0.6276256	-0.16671304	9.757616	N	N	N	N	N	l
-0.8237586	-0.4707192	9.98317	N	N	N	N	N	l
-0.56878567	-0.37265268	9.610517	N	N	N	N	N	l
-0.5099458	-0.3138128	10.395049	N	N	N	N	N	l
-0.60801226	-0.75511205	10.051816	N	N	N	N	N	l
-0.6276256	-0.17651969	10.522535	N	N	N	N	N	l
-0.70607877	-0.951245	10.385242	N	N	N	N	N	l
-0.60801226	-0.9120184	9.679163	N	N	N	N	N	l
-0.18632634	-0.7256921	10.081236	N	N	N	N	N	l
-0.10787315	-0.44129923	10.728475	N	N	N	N	N	l
