% Generated on 04/05/2014 @ 19:23:51
% By Dhawal Srivastava - PotHole - Smooth Road - CurbHit - PhoneDrop - SpeedBump - Speed
-1.0395049	0.8531785	11.189387	N	N	N	N	N	l
-0.39226598	-0.2157463	9.943943	N	N	N	N	N	l
0.24516624	-0.39226598	12.307345	N	N	N	N	N	l
-1.0983448	0.6276256	10.551955	N	N	N	N	N	l
0.5393657	0.2745862	7.864933	N	N	N	N	N	l
-1.7259704	0.2157463	11.110934	N	N	N	N	N	l
-1.4709975	-0.17651969	8.571012	N	N	N	N	N	l
-0.9610517	1.4317709	9.63013	N	N	N	N	N	l
-4.06976	0.588399	11.70914	N	N	N	N	N	l
-2.1182363	1.147378	10.826541	N	N	N	N	N	l
-3.0204482	-0.48052585	8.835792	N	N	N	N	N	l
-2.4026291	-0.88259846	7.2373075	N	N	N	N	N	l
-1.7750036	-1.5494506	9.92433	N	N	N	N	N	l
-1.2454445	-0.4511059	9.257478	N	N	N	N	N	l
-1.93191	-1.3337044	10.208722	N	N	N	N	N	l
-2.0495899	0.5982056	10.718668	Y	N	N	N	N	l
-3.9618864	-0.00980665	13.954863	N	N	N	N	N	l
-0.5491724	0.5099458	7.737447	N	N	N	N	N	l
-1.3827376	0.2745862	9.18883	N	N	N	N	N	l
-0.34323275	-0.2353596	8.041452	N	N	N	N	N	l
-0.92182505	-1.0002782	10.679441	N	N	N	N	N	l
-1.9711366	-0.9022118	10.149882	N	N	N	N	N	l
0.38245934	-1.8534569	10.806928	N	N	N	N	N	l
-3.7167203	0.0	11.2384205	N	N	N	N	N	l
-3.079288	-0.6374322	10.924608	N	N	N	N	N	l
-0.6276256	-0.83356524	8.982891	N	N	N	N	N	l
-4.1384063	0.69627213	10.581375	N	N	N	N	N	l
-1.6475172	0.1372931	6.1487694	N	N	N	N	N	l
-2.0299766	-0.5982056	8.590625	N	N	N	N	N	l
-1.4023509	-1.372931	9.92433	N	N	N	N	N	l
-1.2454445	-0.5393657	9.4241905	N	N	N	N	N	l
-0.22555295	-0.00980665	8.835792	N	N	N	N	N	l
-1.1571847	1.6377105	9.002504	N	N	N	N	N	l
-1.2454445	-0.1372931	10.561762	N	N	N	N	N	l
-1.1571847	-0.6374322	11.513007	N	N	N	N	N	l
-1.6082906	0.2941995	11.7973995	N	N	N	N	N	l
-1.7553903	0.2745862	13.69989	N	N	N	N	N	l
-2.1378496	-0.84337187	9.757616	N	N	N	N	N	l
-0.5982056	0.0392266	8.355266	N	N	N	N	N	l
-1.7455837	0.4511059	10.797121	N	N	N	N	N	l
-1.2944778	-1.8730701	9.561483	N	N	N	N	N	l
-1.1081514	0.0392266	8.982891	N	N	N	N	N	l
-0.4314926	-1.0296983	11.012868	N	N	N	N	N	l
-0.1569064	0.28439283	9.061344	N	N	N	N	N	l
-1.6082906	0.2549729	9.100571	N	N	N	N	N	l
-1.2650578	1.3631244	10.483309	N	N	N	N	N	l
0.588399	0.7649187	12.356379	N	N	N	N	N	l
1.1866046	0.35303938	9.306511	N	N	N	N	N	l
-1.147378	0.38245934	11.101128	N	N	N	N	N	l
-1.2748644	0.39226598	12.699612	N	N	N	N	N	l
-1.9711366	0.57859236	12.248506	N	N	N	N	N	l
-1.0689248	-0.049033247	10.414662	N	N	N	N	N	l
-1.9809432	2.0495899	11.38552	N	N	N	N	N	l
0.00980665	-0.2745862	7.982613	N	N	N	N	N	l
-0.00980665	-1.6573238	9.247671	N	N	N	N	N	l
-0.10787315	-0.55897903	13.778343	N	N	N	N	N	l
-0.06864655	0.39226598	13.08207	N	N	N	N	N	l
-0.49033248	-1.0689248	12.081793	N	N	N	N	N	l
-1.0983448	-0.46091253	11.140354	N	N	N	N	N	l
-1.3140911	-0.5982056	7.305954	N	N	N	N	N	l
-1.2356379	0.70607877	11.522814	N	N	N	N	N	l
-1.4513842	-0.89240515	13.719503	N	N	N	N	N	l
-0.6668522	0.00980665	10.463696	N	N	N	N	N	l
-0.1176798	-0.20593965	10.051816	N	N	N	N	N	l
-0.98066497	-0.89240515	11.718946	N	N	N	N	N	l
-2.4614692	0.2941995	9.149604	N	N	N	N	N	l
-0.6668522	-0.4707192	9.110377	N	N	N	N	N	l
-1.4611908	0.7747253	11.101128	N	N	N	N	N	l
0.2353596	-0.6864655	10.522535	N	N	N	N	N	l
-1.3140911	0.9022118	9.110377	N	N	N	N	N	l
-0.60801226	2.3143694	10.277369	N	N	N	N	N	l
-1.5788707	-0.84337187	8.982891	N	N	N	N	N	l
0.98066497	2.1084297	5.6682434	N	N	N	N	N	l
-2.2163029	-0.40207264	10.591182	N	N	N	N	N	l
-1.6769371	0.14709975	10.689248	N	N	N	N	N	l
-1.1179581	0.098066494	8.512172	N	N	N	N	N	l
-0.98066497	-0.35303938	7.963	N	N	N	N	N	l
-2.8341217	-0.7747253	10.306788	N	N	N	N	N	l
-0.61781895	-0.6766588	8.051259	N	N	N	N	N	l
-3.1577413	0.97085834	12.130826	N	N	N	N	N	l
-1.8240368	0.0392266	9.581097	N	N	N	N	N	l
-2.5399222	-0.4314926	12.199472	N	N	N	N	N	l
-0.92182505	-0.3334261	10.640215	N	N	N	N	N	l
-1.3337044	1.99075	8.590625	N	N	N	N	N	l
-3.7167203	0.17651969	11.101128	N	N	N	N	N	l
-0.088259846	-0.5393657	9.826263	N	N	N	N	N	l
-3.500974	0.38245934	10.463696	N	N	N	N	N	l
-1.0198916	-0.1176798	9.404577	N	N	N	N	N	l
-2.5791488	0.049033247	10.257755	N	N	N	N	N	l
-1.0002782	-0.1176798	11.875853	N	N	N	N	N	l
-1.4611908	-0.4314926	8.943665	N	N	N	N	N	l
-3.167548	1.0983448	13.150718	N	N	N	N	N	l
-0.35303938	-1.2846711	12.130826	N	N	N	N	N	l
-1.7848103	0.79433864	9.728196	N	N	N	N	N	l
0.24516624	-0.22555295	11.159967	N	N	N	N	N	l
-1.6180972	-0.37265268	12.591739	N	N	N	N	N	l
0.0784532	1.372931	8.090487	N	N	N	N	N	l
