% Generated on 03/11/2014 @ 02:11:09
% By Dhawal Srivastava 
-0.19160157	1.22625	9.350157	N
0.68976563	1.1112891	7.2425394	N
1.8776954	2.299219	9.005274	N
1.3795313	1.9160157	10.997931	N
0.8047266	1.456172	11.304493	N
0.9196875	1.6094532	10.193204	N
0.7664063	1.4944923	9.963282	N
0.07664063	0.038320314	10.729688	N
0.19160157	-0.07664063	11.304493	N
0.42152345	-0.07664063	11.074571	N
0.7664063	-0.15328126	10.614727	N
-0.07664063	-0.42152345	10.193204	N
0.3065625	0.11496094	9.426797	N
0.9580079	0.613125	9.158555	N
1.22625	0.9963282	9.8866415	N
-0.38320315	1.2645704	10.384805	N
-0.5748047	1.22625	11.802657	N
0.6514453	1.8776954	11.534414	N
3.755391	3.4871485	9.235196	N
4.061953	5.9396486	9.081915	N
1.954336	4.1002736	9.69504	N
0.42152345	2.069297	9.081915	N
0.4981641	2.069297	9.196876	N
-0.0	3.2189064	10.308165	N
0.22992188	3.67875	10.806329	N
-0.19160157	4.1002736	10.269844	N
-0.728086	3.8320315	9.848321	N
-0.5364844	2.3758595	9.963282	N
-0.4981641	2.8740237	10.269844	N
-0.9196875	2.912344	10.2315235	N
-1.4178516	2.912344	10.001602	N
-1.7627344	2.9506643	9.580078	N
-0.7664063	2.5291407	11.572735	N
-0.9580079	2.567461	12.684024	N
0.68976563	3.295547	10.039923	N
0.9196875	4.7133985	9.273516	N
1.22625	4.8283596	10.844649	N
1.3795313	5.4414845	11.381133	N
1.341211	4.905	10.997931	N
0.6514453	3.9853127	10.384805	N
-0.45984375	4.521797	9.656719	N
-1.1496094	4.8283596	9.388477	N
-1.839375	4.636758	9.503438	N
-2.567461	4.521797	8.851993	N
-3.295547	4.9433208	7.7407036	N
-3.9853127	4.6750784	7.6257424	N
-4.1002736	5.2882032	7.0509377	N
-3.5637891	5.326524	7.3575	N
-2.567461	5.518125	7.7790236	N
-0.15328126	6.706055	10.193204	N
0.42152345	7.0126176	10.154883	N
0.45984375	6.8593364	8.660391	N
0.45984375	6.246211	7.6257424	N
0.45984375	7.0509377	8.50711	N
0.3065625	6.8976564	8.085587	N
0.15328126	6.1695704	6.8593364	N
-0.34488282	6.1312504	5.824688	N
-0.45984375	4.790039	6.016289	N
0.2682422	4.253555	6.8976564	N
0.8813672	4.7133985	9.273516	N
1.1879297	4.1002736	9.235196	N
1.4944923	0.8813672	6.8976564	N
2.0309765	2.2225783	7.434141	N
2.912344	2.7590625	9.273516	N
3.3338673	2.9506643	11.840977	N
2.7973828	1.1112891	11.955938	N
1.839375	1.2645704	9.924961	N
0.728086	1.7627344	9.311836	N
0.7664063	2.912344	9.426797	N
0.3065625	3.027305	9.235196	N
-0.4981641	1.3028907	10.499766	N
-0.613125	0.728086	10.499766	N
-0.11496094	1.0729688	10.614727	N
0.15328126	1.1496094	10.001602	N
0.68976563	2.184258	6.744375	N
1.7627344	1.3795313	9.77168	N
2.4141798	-0.0	9.69504	N
2.5291407	-0.34488282	8.813672	N
3.6404297	1.9926564	8.928633	N
2.9889846	1.7627344	8.737032	N
1.9926564	0.45984375	9.043594	N
0.613125	-0.728086	9.081915	N
-0.42152345	-1.1112891	8.928633	N
-5.096602	-3.1039455	8.315508	N
-9.273516	-1.1496094	18.815275	N
-0.07664063	1.1496094	7.0509377	N
0.07664063	0.8047266	9.963282	N
-0.038320314	1.2645704	13.182188	N
1.1879297	1.839375	11.955938	N
2.5291407	1.8010547	11.611055	N
2.0309765	1.2645704	11.304493	N
0.5364844	0.9196875	13.833633	N
-0.038320314	0.038320314	8.890313	N
-0.8430469	1.7627344	8.315508	N
-1.0346485	1.4944923	9.618399	N
-2.069297	-0.22992188	9.541759	N
-3.6021094	1.0346485	9.69504	N
-3.3338673	1.456172	8.50711	N
-3.180586	0.3065625	7.9706254	N
-2.184258	0.9963282	7.089258	N
-3.5254688	-0.19160157	10.078242	N
-3.180586	-0.0	9.005274	N
-3.0656252	2.3758595	7.510782	N
-0.38320315	3.8320315	10.538086	N
-0.15328126	3.027305	9.196876	N
-2.069297	3.7170706	9.924961	N
-0.22992188	5.0582814	11.227852	N
-0.9963282	2.9889846	8.123906	N
0.2682422	3.027305	8.047266	N
0.6514453	3.0656252	9.158555	N
1.1879297	2.8357031	9.541759	N
1.1112891	2.4525	9.503438	N
3.1422658	11.227852	15.86461	N
8.54543	-0.6514453	6.591094	N
5.4414845	3.6404297	-0.15328126	N
5.5564456	4.2152348	5.1732426	N
6.974297	-0.11496094	7.0509377	N
4.751719	-2.069297	6.476133	N
3.2189064	1.456172	14.791641	N
3.3338673	1.3795313	11.457774	N
4.023633	1.4944923	12.262501	N
4.598438	1.6094532	8.660391	N
4.981641	2.6441016	9.618399	N
4.5601172	2.299219	10.001602	N
5.0199614	0.613125	9.733359	N
5.096602	0.42152345	9.8866415	N
4.4834766	0.42152345	9.848321	N
4.790039	1.1496094	8.583751	N
4.061953	2.3758595	11.917618	N
4.905	-0.45984375	11.572735	N
4.1002736	5.1732426	8.698711	N
4.023633	1.5711329	10.614727	N
5.0199614	1.5328126	10.844649	N
4.790039	2.3758595	9.541759	N
4.406836	1.3795313	10.078242	N
4.598438	1.3028907	10.844649	N
4.790039	2.1076174	8.928633	N
5.0582814	3.3338673	8.392149	N
5.0199614	3.6404297	8.966953	N
3.9469924	2.2225783	9.69504	N
2.567461	1.3795313	9.311836	N
3.3721876	4.9433208	10.346485	N
4.751719	3.8320315	8.123906	N
3.67875	2.8740237	8.737032	N
3.7170706	2.5291407	6.552774	N
2.7973828	2.8357031	9.77168	N
2.9889846	2.682422	7.3958206	N
3.4488282	2.8357031	9.541759	N
3.295547	2.567461	9.733359	N
3.4488282	2.5291407	9.081915	N
6.2845316	4.9433208	11.151212	N
6.207891	6.437813	9.1202345	N
4.981641	3.9853127	8.775352	N
3.2572267	1.954336	10.806329	N
3.3721876	2.1076174	9.8866415	N
3.1422658	1.8776954	10.461446	N
2.7207422	2.1076174	10.461446	N
3.027305	1.5328126	10.078242	N
2.4141798	2.299219	10.653048	N
2.6057813	1.7627344	10.653048	N
3.0656252	1.8776954	9.503438	N
3.4488282	1.7244141	10.039923	N
3.5254688	1.954336	9.848321	N
3.5254688	1.8010547	10.078242	N
3.295547	1.9926564	10.461446	N
3.67875	1.4178516	10.384805	N
3.67875	1.5328126	9.541759	N
3.908672	1.4944923	9.81	N
3.6021094	1.6094532	9.388477	N
3.4488282	1.456172	10.384805	N
3.0656252	1.22625	9.311836	N
3.3338673	0.8813672	9.618399	N
3.027305	1.1496094	9.196876	N
3.6021094	1.1496094	10.193204	N
3.410508	2.299219	8.813672	N
4.176914	1.954336	10.461446	N
3.410508	1.839375	8.277188	N
3.7937112	1.7244141	8.468789	N
3.4488282	2.1459377	9.235196	N
3.8320315	2.5291407	9.235196	N
4.2152348	2.912344	9.196876	N
4.406836	3.908672	9.77168	N
3.2189064	2.6441016	9.388477	N
2.9889846	2.567461	10.193204	N
3.5637891	2.4908204	8.966953	N
3.0656252	2.4141798	9.273516	N
3.3721876	3.1422658	10.039923	N
3.180586	3.0656252	10.269844	N
3.3721876	3.0656252	9.005274	N
0.038320314	-0.5748047	11.572735	N
5.4031644	0.19160157	6.744375	N
2.4908204	2.4525	10.614727	N
2.912344	1.5711329	9.733359	N
2.2225783	1.954336	10.154883	N
3.4871485	2.0309765	10.269844	N
2.2225783	1.3028907	9.848321	N
2.299219	2.2225783	10.154883	N
2.9889846	1.8776954	8.851993	N
1.9160157	1.6094532	10.844649	N
3.2189064	1.6094532	9.580078	N
2.9506643	1.456172	9.196876	N
3.0656252	1.5328126	10.154883	N
3.410508	1.2645704	10.691368	N
1.7627344	1.839375	10.423125	N
1.6094532	1.1879297	10.269844	N
3.1039455	2.069297	10.078242	N
2.6441016	1.8010547	10.768008	N
1.839375	2.184258	10.154883	N
2.912344	3.3338673	9.580078	N
1.9926564	3.295547	9.963282	N
2.3758595	3.3721876	9.8866415	N
2.8357031	3.4488282	9.465117	N
2.7207422	2.9506643	9.618399	N
2.4908204	3.0656252	9.77168	N
2.184258	2.7207422	9.8866415	N
2.1076174	2.7207422	9.273516	N
2.184258	2.4525	9.005274	N
2.567461	2.3375392	8.54543	N
2.299219	2.299219	9.580078	N
2.682422	2.7207422	9.426797	N
2.567461	3.1422658	9.541759	N
2.7207422	2.9889846	10.538086	N
2.3758595	3.7937112	10.269844	N
1.8010547	2.6057813	10.116563	N
2.069297	2.2608986	9.541759	N
1.7244141	2.7590625	9.043594	N
1.7244141	2.1459377	10.461446	N
1.6860938	1.8776954	10.116563	N
1.9926564	1.9160157	10.653048	N
1.954336	1.954336	10.423125	N
1.6860938	2.6057813	9.81	N
1.7244141	2.567461	9.580078	N
1.8776954	2.3375392	10.001602	N
2.3758595	1.954336	8.966953	N
0.8430469	1.3795313	11.112891	N
0.9963282	1.5328126	11.266172	N
1.1496094	2.7207422	9.77168	N
1.0346485	1.5711329	10.538086	N
0.2682422	1.4178516	9.043594	N
1.6094532	2.299219	11.151212	N
0.68976563	1.3795313	9.580078	N
1.7627344	2.2608986	9.541759	N
1.954336	2.5291407	9.618399	N
0.9196875	1.839375	11.112891	N
1.839375	1.4944923	8.392149	N
1.8776954	2.4141798	11.534414	N
1.6477735	1.8010547	8.698711	N
1.3028907	1.8776954	10.691368	N
1.4944923	1.8776954	10.5764065	N
0.6514453	2.8740237	10.95961	N
1.4944923	1.4944923	9.69504	N
1.3795313	2.299219	10.653048	N
2.2225783	2.2225783	9.503438	N
1.8010547	1.0729688	8.698711	N
1.7627344	2.6441016	10.614727	N
2.3758595	2.299219	9.158555	N
1.0729688	1.3028907	9.733359	N
0.9963282	1.3795313	9.77168	N
1.7627344	1.2645704	9.235196	N
1.5711329	1.7244141	11.994258	N
1.6094532	2.7207422	9.69504	N
1.4944923	1.1496094	9.81	N
1.1496094	1.3028907	10.116563	N
2.2225783	1.3795313	9.081915	N
0.613125	1.1879297	11.381133	N
1.3795313	3.0656252	11.304493	N
2.184258	0.68976563	8.162227	N
1.22625	2.7590625	10.653048	N
2.3758595	1.9926564	6.3228517	N
1.7244141	0.8430469	7.702383	N
1.2645704	2.069297	12.492422	N
3.5637891	0.9196875	10.078242	N
-0.3065625	2.184258	10.729688	N
1.1879297	2.299219	10.384805	N
2.7973828	0.5364844	7.932305	N
1.0346485	3.410508	12.952266	N
2.8357031	0.9963282	10.001602	N
-0.07664063	1.341211	10.729688	N
0.9196875	2.4141798	10.154883	N
1.456172	1.3028907	11.611055	N
0.34488282	1.9926564	7.893985	N
3.5254688	2.0309765	11.227852	N
0.728086	1.3028907	8.583751	N
1.3795313	2.2225783	12.798985	N
1.839375	1.456172	9.273516	N
0.19160157	1.6094532	11.342813	N
1.7627344	2.0309765	10.2315235	N
3.6404297	2.184258	8.392149	N
-0.3065625	0.9963282	11.074571	N
2.4141798	1.7244141	10.691368	N
2.7590625	2.6441016	8.50711	N
0.15328126	1.6477735	11.764337	N
2.4141798	2.069297	8.583751	N
1.0346485	1.6094532	10.193204	N
1.3795313	1.6860938	10.384805	N
1.4178516	1.1879297	8.085587	N
1.4944923	1.7244141	10.729688	N
2.1459377	1.341211	10.078242	N
1.3795313	2.1459377	9.580078	N
2.069297	1.8776954	9.963282	N
1.1879297	1.8776954	9.503438	N
1.954336	1.9926564	9.77168	N
1.3028907	1.1879297	9.465117	N
1.1112891	1.6860938	10.308165	N
2.1076174	1.1112891	8.851993	N
1.2645704	1.7627344	11.03625	N
2.1459377	1.456172	9.77168	N
2.1076174	2.3758595	11.381133	N
0.7664063	1.3795313	6.246211	N
1.341211	1.8776954	9.043594	N
2.9889846	1.6860938	9.963282	N
0.8813672	1.3028907	10.806329	N
1.4944923	2.069297	9.924961	N
1.4944923	1.341211	9.8866415	N
1.3795313	1.5711329	10.806329	N
1.7627344	1.9926564	10.2315235	N
1.6860938	1.7244141	9.426797	N
0.9963282	1.6860938	9.656719	N
1.9926564	1.4178516	10.039923	N
1.954336	2.1076174	9.350157	N
1.22625	1.341211	9.196876	N
2.5291407	1.9160157	9.848321	N
0.8047266	1.6860938	11.074571	N
1.1112891	1.1879297	9.311836	N
1.8776954	1.8776954	8.851993	N
